StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,sex,age,ethnicity,formal education,income,Q1.7,Q1.7_8_TEXT,Q1.9,Q2.1,Q3.1,Q4.1,Q5.1,Q6.1,Q7.1,Q8.1,Q9.1,Q10.1,Q11.1,Q12.1,Q13.1,Q14.1,Q15.1,Q16.1,Q17.1,Q18.1,Q19.1,Q20.1,Q21.1,Q22.1,Q23.1,Q24.1,Q25.1,Q26.1,Q27.1,Q28.1,Q29.1,Q30.1,Q31.1,Q32.1,Q33.1,Q34.1,Q35.1,Q36.1,Q37.1,Q38.1,Q39.1,Q40.1,Q41.1,Q42.1,Q43.1,Q44.1,Q45.1,Q46.1,Q47.1,Q48.1,Q49.1,Q50.1,Q51.1,Q52.1,Q53.1,Q54.1,Q55.1,Q56.1,Q57.1,Q58.1,Q59.1,Q60.1,Q61.1,Q62.1,Q63.1,Q64.1,Q65.1,Q66.1,Q67.1,Q68.1,Q69.1,Q70.1,Q71.1,Q72.1,Q73.1,Q74.1,Q75.1,Q76.1,Q77.1,Q78.1,Q79.1,Q80.1,Q81.1,Q82.1,Q83.1,Q84.1,Q85.1,Q86.1,Q87.1,Q88.1,Q89.1,Q90.1,Q91.1,Q92.1,Q93.1,Q94.1,Q95.1,Q96.1,Q97.1,Q98.1,Q99.1,Q100.1,Q101.1,Q102.1,Q103.1,Q104.1,Q105.1,Q106.1,Q107.1,Q108.1,Q109.1,Q110.1,Q111.1,Q112.1,Q113.1,Q114.1,Q115.1,Q116.1,Q117.1,Q118.1,Q119.1,Q120.1,Q121.1,Q122.1,Q123.1,Q124.1,Q125.1,Q126.1,Q127.1,Q128.1,Q129.1,Q130.1,Q131.1,Q132.1,Q133.1,Q134.1,Q135.1,Q136.1,Q137.1,Q138.1,Q139.1,Q140.1,Q141.1,Q142.1,Q143.1,Q144.1,Q145.1,Q146.1,Q147.1,Q148.1,Q149.1,Q150.1,Q151.1,Q152.1,Q153.1,Q154.1,Q155.1,Q156.1,Q157.1,Q158.1,Q159.1,Q160.1,Q161.1,Q162.1,Q163.1,Q164.1,Q165.1,Q166.1,Q167.1,Q168.1,Q169.1,Q170.1,Q171.1,Q172.1,Q173.1,Q174.1,Q175.1,Q176.1,Q177.1,Q178.1,Q179.1,Q180.1,Q181.1,Q182.1,Q183.1,Q184.1,Q185.1,Q186.1,Q187.1,Q188.1,Q189.1,Q190.1,Q191.1,Q192.1,Q193.1,Q194.1,Q195.1,random
12/16/2021 15:28,12/16/2021 16:05,IP Address,71.229.95.60,100,2188,TRUE,12/16/2021 16:05,R_3LjyaU5qxpO4vcm,,,,,31.8480072,-81.60199738,anonymous,EN,I consent,Female,57,White or Caucasian,4 year degree,10141,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Anger,Anger,Fear,Other,Anger,Uncertain,Other,Disgust,Disgust,Anger,Disgust,Disgust,Happiness,Disgust,Other,Fear,Fear,Sadness,Surprise,Fear,Disgust,Surprise,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Sadness,Happiness,Uncertain,Uncertain,Neutral,Uncertain,Neutral,Uncertain,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Happiness,Surprise,Surprise,Surprise,Disgust,Surprise,Surprise,Surprise,Disgust,Sadness,Other,Happiness,Disgust,Other,Disgust,Surprise,Sadness,Anger,Anger,Uncertain,Disgust,Anger,Anger,Anger,Anger,Disgust,Neutral,Disgust,Anger,Disgust,Disgust,Disgust,Anger,Fear,Sadness,Fear,Uncertain,Anger,Surprise,Sadness,Uncertain,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Uncertain,Uncertain,Uncertain,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Anger,Sadness,Anger,Anger,Sadness,Neutral,Sadness,Surprise,Sadness,Anger,Surprise,Surprise,Neutral,Fear,Surprise,Uncertain,Anger,Uncertain,Sadness,Surprise,Neutral,Surprise,Happiness,Sadness,Anger,Anger,Anger,Sadness,Anger,Anger,Uncertain,Anger,Disgust,Other,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Fear,Fear,Sadness,Sadness,Fear,Surprise,Fear,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Sadness,Happiness,Neutral,Neutral,Neutral,Sadness,Fear,Sadness,Sadness,Sadness,Uncertain,Uncertain,Sadness,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Uncertain,Happiness,Happiness,Fear,Anger,Anger,Anger,Other,Uncertain,5690
12/16/2021 15:44,12/16/2021 16:06,IP Address,72.22.36.11,100,1288,TRUE,12/16/2021 16:06,R_3DUusYLqC1HuZXj,,,,,39.04690552,-77.49030304,anonymous,EN,I consent,Female,30,White or Caucasian,4 year degree,37394,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Anger,Anger,Uncertain,Neutral,Anger,Anger,Anger,Disgust,Disgust,Anger,Other,Disgust,Happiness,Uncertain,Disgust,Sadness,Surprise,Fear,Surprise,Surprise,Uncertain,Fear,Other,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Fear,Sadness,Sadness,Sadness,Sadness,Sadness,Happiness,Surprise,Surprise,Happiness,Surprise,Surprise,Surprise,Surprise,Other,Neutral,Other,Happiness,Uncertain,Uncertain,Other,Neutral,Sadness,Neutral,Neutral,Neutral,Anger,Anger,Anger,Anger,Anger,Other,Fear,Disgust,Uncertain,Other,Uncertain,Other,Disgust,Sadness,Sadness,Surprise,Surprise,Other,Surprise,Fear,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Happiness,Sadness,Surprise,Other,Surprise,Neutral,Surprise,Anger,Other,Other,Other,Neutral,Surprise,Neutral,Other,Happiness,Sadness,Surprise,Anger,Anger,Anger,Disgust,Anger,Uncertain,Anger,Disgust,Uncertain,Disgust,Disgust,Other,Disgust,Fear,Fear,Disgust,Neutral,Sadness,Sadness,Fear,Surprise,Surprise,Surprise,Happiness,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Neutral,Neutral,Sadness,Surprise,Happiness,Fear,Surprise,Surprise,Other,Surprise,Surprise,Happiness,Happiness,Other,Neutral,Other,Anger,Other,Neutral,3114
12/16/2021 15:27,12/16/2021 16:06,IP Address,208.203.217.220,100,2359,TRUE,12/16/2021 16:06,R_BEvshRqmziamAuJ,,,,,39.79510498,-76.97940063,anonymous,EN,I consent,Male,55,White or Caucasian,4 year degree,78592,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Uncertain,Uncertain,Neutral,Anger,Sadness,Neutral,Other,Disgust,Disgust,Disgust,Happiness,Disgust,Disgust,Disgust,Disgust,Sadness,Neutral,Fear,Other,Surprise,Sadness,Fear,Uncertain,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Sadness,Happiness,Neutral,Neutral,Sadness,Neutral,Neutral,Neutral,Sadness,Sadness,Anger,Sadness,Sadness,Sadness,Sadness,Sadness,Happiness,Fear,Other,Happiness,Other,Happiness,Uncertain,Neutral,Other,Neutral,Uncertain,Surprise,Disgust,Fear,Neutral,Disgust,Sadness,Anger,Anger,Neutral,Sadness,Disgust,Sadness,Other,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Happiness,Disgust,Sadness,Sadness,Surprise,Neutral,Neutral,Other,Neutral,Sadness,Happiness,Happiness,Happiness,Uncertain,Happiness,Sadness,Disgust,Happiness,Uncertain,Neutral,Neutral,Anger,Neutral,Neutral,Fear,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Happiness,Other,Neutral,Other,Surprise,Sadness,Other,Other,Disgust,Fear,Happiness,Fear,Surprise,Happiness,Other,Fear,Sadness,Neutral,Disgust,Other,Anger,Disgust,Other,Other,Fear,Disgust,Surprise,Fear,Neutral,Disgust,Disgust,Disgust,Disgust,Disgust,Neutral,Sadness,Sadness,Fear,Disgust,Disgust,Other,Happiness,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Uncertain,Neutral,Sadness,Neutral,Uncertain,Neutral,Sadness,Neutral,Sadness,Neutral,Sadness,Neutral,Other,Sadness,Surprise,Happiness,Neutral,Other,Other,Neutral,Other,Happiness,Happiness,Happiness,Disgust,Disgust,Neutral,Happiness,Disgust,Happiness,5183
12/16/2021 15:26,12/16/2021 16:06,IP Address,208.203.221.102,100,2405,TRUE,12/16/2021 16:06,R_2zO3znsgV3MxjWE,,,,,39.79510498,-76.97940063,anonymous,EN,I consent,Male,33,White or Caucasian,4 year degree,72465,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Other,Other,Neutral,Anger,Sadness,Neutral,Disgust,Sadness,Disgust,Disgust,Disgust,Disgust,Happiness,Disgust,Disgust,Sadness,Neutral,Fear,Disgust,Surprise,Uncertain,Uncertain,Other,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Sadness,Fear,Neutral,Neutral,Neutral,Sadness,Sadness,Fear,Sadness,Disgust,Sadness,Neutral,Sadness,Happiness,Surprise,Surprise,Happiness,Surprise,Surprise,Surprise,Neutral,Disgust,Neutral,Disgust,Other,Disgust,Sadness,Other,Neutral,Sadness,Anger,Neutral,Surprise,Anger,Disgust,Surprise,Sadness,Disgust,Disgust,Fear,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Other,Sadness,Neutral,Neutral,Other,Other,Anger,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Sadness,Neutral,Other,Neutral,Neutral,Happiness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Fear,Sadness,Happiness,Neutral,Neutral,Uncertain,Fear,Sadness,Surprise,Disgust,Anger,Uncertain,Happiness,Neutral,Surprise,Neutral,Disgust,Fear,Sadness,Fear,Disgust,Disgust,Neutral,Disgust,Disgust,Other,Sadness,Disgust,Anger,Fear,Disgust,Other,Disgust,Disgust,Anger,Fear,Sadness,Other,Sadness,Sadness,Other,Sadness,Fear,Happiness,Fear,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Anger,Happiness,Sadness,Neutral,Happiness,Neutral,Neutral,Neutral,Happiness,Neutral,Sadness,Neutral,Sadness,Neutral,Other,Sadness,Neutral,Fear,Disgust,Happiness,Anger,Surprise,Uncertain,Other,Happiness,Happiness,Neutral,Anger,Happiness,Surprise,Other,Fear,4615
12/16/2021 15:26,12/16/2021 16:08,IP Address,66.68.134.93,100,2545,TRUE,12/16/2021 16:08,R_3nHn8a2O4LJAhtt,,,,,32.6875,-96.90409851,anonymous,EN,I consent,Male,41,Black or African American,Professional degree,90000,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Disgust,Fear,Fear,Sadness,Fear,Anger,Anger,Happiness,Fear,Disgust,Sadness,Disgust,Other,Surprise,Sadness,Fear,Fear,Fear,Fear,Fear,Surprise,Anger,Fear,Uncertain,Happiness,Happiness,Happiness,Happiness,Surprise,Happiness,Happiness,Happiness,Uncertain,Happiness,Neutral,Neutral,Neutral,Neutral,Uncertain,Happiness,Sadness,Sadness,Anger,Sadness,Sadness,Sadness,Neutral,Sadness,Neutral,Uncertain,Fear,Fear,Disgust,Surprise,Surprise,Surprise,Uncertain,Neutral,Uncertain,Neutral,Uncertain,Sadness,Anger,Surprise,Sadness,Anger,Neutral,Neutral,Anger,Anger,Other,Anger,Anger,Fear,Neutral,Neutral,Disgust,Other,Neutral,Sadness,Neutral,Sadness,Sadness,Disgust,Fear,Fear,Fear,Neutral,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Surprise,Neutral,Neutral,Sadness,Sadness,Sadness,Anger,Sadness,Neutral,Surprise,Fear,Neutral,Happiness,Fear,Surprise,Neutral,Other,Fear,Other,Disgust,Neutral,Neutral,Anger,Surprise,Neutral,Happiness,Fear,Uncertain,Neutral,Happiness,Fear,Surprise,Anger,Happiness,Uncertain,Fear,Uncertain,Uncertain,Surprise,Surprise,Fear,Disgust,Uncertain,Sadness,Fear,Anger,Disgust,Disgust,Sadness,Sadness,Happiness,Other,Other,Uncertain,Neutral,Disgust,Happiness,Anger,Disgust,Neutral,Neutral,Uncertain,Anger,Uncertain,Neutral,Anger,Uncertain,Surprise,Fear,Disgust,Uncertain,Neutral,Uncertain,Fear,Surprise,Surprise,Uncertain,Other,Sadness,Sadness,Neutral,Sadness,Fear,Surprise,Happiness,Anger,Surprise,Disgust,Surprise,Other,Fear,8711
12/16/2021 15:34,12/16/2021 16:09,IP Address,71.61.220.178,100,2066,TRUE,12/16/2021 16:09,R_rrOPF04qbuH8nvz,,,,,40.34689331,-79.86889648,anonymous,EN,I consent,Male,34,White or Caucasian,4 year degree,20070,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Disgust,Anger,Anger,Neutral,Neutral,Sadness,Anger,Happiness,Disgust,Happiness,Anger,Surprise,Disgust,Surprise,Disgust,Surprise,Fear,Sadness,Fear,Surprise,Surprise,Disgust,Disgust,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Sadness,Neutral,Neutral,Fear,Sadness,Neutral,Sadness,Happiness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Happiness,Surprise,Surprise,Happiness,Surprise,Surprise,Surprise,Surprise,Happiness,Neutral,Disgust,Happiness,Sadness,Happiness,Anger,Surprise,Sadness,Sadness,Anger,Neutral,Anger,Disgust,Anger,Anger,Anger,Disgust,Sadness,Anger,Anger,Disgust,Surprise,Disgust,Disgust,Fear,Sadness,Disgust,Disgust,Anger,Surprise,Sadness,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Anger,Neutral,Anger,Anger,Sadness,Sadness,Happiness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Surprise,Sadness,Surprise,Fear,Fear,Anger,Surprise,Sadness,Anger,Anger,Disgust,Sadness,Happiness,Neutral,Disgust,Happiness,Disgust,Surprise,Disgust,Sadness,Fear,Anger,Other,Anger,Anger,Anger,Happiness,Sadness,Anger,Disgust,Happiness,Disgust,Disgust,Disgust,Disgust,Disgust,Surprise,Anger,Happiness,Disgust,Surprise,Anger,Disgust,Anger,Happiness,Uncertain,Happiness,Happiness,Surprise,Happiness,Surprise,Happiness,Surprise,Anger,Other,Surprise,Neutral,Surprise,Happiness,Sadness,Disgust,Disgust,Neutral,Fear,Neutral,Sadness,Anger,Happiness,Happiness,Disgust,Sadness,Fear,Happiness,Surprise,Happiness,Surprise,Happiness,Anger,Other,Happiness,Surprise,Disgust,Happiness,8943
12/16/2021 15:34,12/16/2021 16:09,IP Address,97.101.61.237,100,2091,TRUE,12/16/2021 16:09,R_eyDmGfRZ8evuGJz,,,,,28.62519836,-80.84609985,anonymous,EN,I consent,Female,33,White or Caucasian,4 year degree,15634,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Disgust,Anger,Anger,Sadness,Neutral,Sadness,Anger,Happiness,Disgust,Surprise,Anger,Surprise,Disgust,Happiness,Disgust,Happiness,Disgust,Sadness,Fear,Surprise,Happiness,Disgust,Disgust,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Fear,Neutral,Neutral,Fear,Neutral,Neutral,Sadness,Happiness,Sadness,Sadness,Sadness,Sadness,Sadness,Happiness,Anger,Sadness,Happiness,Surprise,Surprise,Happiness,Disgust,Surprise,Surprise,Surprise,Happiness,Neutral,Anger,Happiness,Disgust,Surprise,Anger,Fear,Sadness,Anger,Neutral,Neutral,Anger,Anger,Disgust,Anger,Anger,Disgust,Disgust,Anger,Anger,Disgust,Happiness,Disgust,Disgust,Fear,Sadness,Disgust,Disgust,Anger,Surprise,Disgust,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Surprise,Happiness,Happiness,Anger,Sadness,Sadness,Fear,Sadness,Sadness,Happiness,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Surprise,Neutral,Sadness,Anger,Surprise,Sadness,Anger,Anger,Disgust,Disgust,Happiness,Sadness,Disgust,Happiness,Disgust,Surprise,Surprise,Sadness,Fear,Anger,Uncertain,Happiness,Fear,Anger,Sadness,Anger,Disgust,Other,Happiness,Disgust,Disgust,Disgust,Disgust,Uncertain,Surprise,Sadness,Sadness,Disgust,Sadness,Disgust,Disgust,Happiness,Happiness,Surprise,Surprise,Sadness,Surprise,Happiness,Surprise,Happiness,Surprise,Anger,Sadness,Surprise,Neutral,Neutral,Sadness,Disgust,Uncertain,Sadness,Neutral,Disgust,Sadness,Uncertain,Uncertain,Surprise,Anger,Disgust,Disgust,Disgust,Surprise,Disgust,Fear,Surprise,Uncertain,Sadness,Neutral,Sadness,Disgust,Disgust,Surprise,1979
12/16/2021 15:46,12/16/2021 16:09,IP Address,108.4.69.116,100,1386,TRUE,12/16/2021 16:10,R_240oyEkefoxdNfT,,,,,37.51150513,-77.56620026,anonymous,EN,I consent,Female,52,Black or African American,4 year degree,51127,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Anger,Anger,Neutral,Anger,Anger,Anger,Anger,Other,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Fear,Fear,Fear,Surprise,Surprise,Sadness,Surprise,Disgust,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Anger,Sadness,Happiness,Surprise,Surprise,Surprise,Other,Surprise,Surprise,Surprise,Disgust,Neutral,Other,Happiness,Uncertain,Anger,Uncertain,Neutral,Sadness,Anger,Neutral,Anger,Anger,Anger,Neutral,Anger,Anger,Disgust,Disgust,Anger,Disgust,Disgust,Disgust,Disgust,Disgust,Fear,Sadness,Surprise,Surprise,Surprise,Surprise,Disgust,Other,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Surprise,Neutral,Surprise,Surprise,Surprise,Neutral,Surprise,Happiness,Disgust,Other,Uncertain,Neutral,Surprise,Neutral,Neutral,Other,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Neutral,Disgust,Anger,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Neutral,Disgust,Sadness,Surprise,Surprise,Fear,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Uncertain,Neutral,Sadness,Neutral,Neutral,Neutral,Neutral,Sadness,Surprise,Happiness,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Happiness,Disgust,Other,Neutral,Other,Anger,Disgust,Neutral,4517
12/16/2021 15:52,12/16/2021 16:11,IP Address,68.12.75.117,100,1105,TRUE,12/16/2021 16:11,R_3GfUOWmxSDYCQ9l,,,,,35.44709778,-97.55950165,anonymous,EN,I consent,Male,45,White or Caucasian,Master's degree,70775,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Happiness,Anger,Uncertain,Anger,Anger,Anger,Anger,Anger,Fear,Fear,Disgust,Fear,Surprise,Sadness,Surprise,Fear,Sadness,Fear,Surprise,Sadness,Anger,Fear,Happiness,Disgust,Surprise,Uncertain,Happiness,Happiness,Surprise,Surprise,Happiness,Uncertain,Uncertain,Neutral,Uncertain,Uncertain,Neutral,Disgust,Uncertain,Fear,Happiness,Anger,Anger,Sadness,Uncertain,Anger,Fear,Surprise,Uncertain,Fear,Fear,Fear,Surprise,Anger,Neutral,Neutral,Uncertain,Other,Disgust,Fear,Anger,Happiness,Fear,Sadness,Sadness,Fear,Neutral,Fear,Other,Neutral,Anger,Fear,Neutral,Fear,Fear,Fear,Anger,Surprise,Disgust,Uncertain,Sadness,Anger,Uncertain,Surprise,Happiness,Fear,Surprise,Sadness,Uncertain,Sadness,Other,Happiness,Surprise,Disgust,Sadness,Fear,Fear,Disgust,Surprise,Fear,Fear,Surprise,Surprise,Fear,Uncertain,Sadness,Neutral,Fear,Uncertain,Other,Fear,Disgust,Happiness,Happiness,Fear,Fear,Surprise,Uncertain,Neutral,Fear,Surprise,Other,Surprise,Surprise,Anger,Happiness,Fear,Fear,Anger,Other,Anger,Happiness,Happiness,Sadness,Surprise,Neutral,Other,Surprise,Disgust,Surprise,Fear,Other,Neutral,Other,Surprise,Anger,Sadness,Anger,Fear,Neutral,Other,Uncertain,Anger,Uncertain,Sadness,Disgust,Anger,Anger,Sadness,Uncertain,Happiness,Neutral,Disgust,Neutral,Disgust,Sadness,Uncertain,Uncertain,Neutral,Other,Other,Disgust,Surprise,Surprise,Happiness,Other,Fear,Fear,Sadness,Neutral,Happiness,Anger,Disgust,Disgust,Sadness,Fear,Neutral,Anger,Anger,Surprise,Other,Neutral,Surprise,3699
12/16/2021 15:51,12/16/2021 16:13,IP Address,216.250.250.89,100,1289,TRUE,12/16/2021 16:13,R_12A0xsukkaUFUXl,,,,,40.00250244,-75.11340332,anonymous,EN,I consent,Female,57,White or Caucasian,4 year degree,75000,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Disgust,Neutral,Anger,Other,Anger,Sadness,Neutral,Anger,Fear,Other,Uncertain,Other,Uncertain,Other,Uncertain,Fear,Fear,Surprise,Fear,Anger,Fear,Fear,Fear,Uncertain,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Other,Happiness,Other,Other,Other,Neutral,Other,Other,Fear,Fear,Neutral,Fear,Fear,Sadness,Other,Fear,Happiness,Fear,Uncertain,Surprise,Other,Surprise,Other,Surprise,Sadness,Fear,Other,Happiness,Neutral,Other,Other,Neutral,Fear,Other,Neutral,Uncertain,Anger,Anger,Other,Anger,Anger,Fear,Uncertain,Disgust,Sadness,Fear,Happiness,Fear,Uncertain,Sadness,Fear,Fear,Uncertain,Anger,Surprise,Fear,Disgust,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Surprise,Happiness,Neutral,Disgust,Anger,Sadness,Fear,Fear,Fear,Neutral,Fear,Neutral,Fear,Happiness,Fear,Fear,Surprise,Surprise,Other,Surprise,Anger,Other,Uncertain,Happiness,Neutral,Uncertain,Happiness,Neutral,Disgust,Fear,Disgust,Other,Other,Sadness,Anger,Sadness,Other,Happiness,Other,Neutral,Anger,Anger,Surprise,Sadness,Sadness,Uncertain,Anger,Other,Sadness,Sadness,Other,Anger,Uncertain,Fear,Happiness,Neutral,Sadness,Happiness,Happiness,Happiness,Other,Happiness,Sadness,Neutral,Sadness,Happiness,Disgust,Other,Sadness,Fear,Uncertain,Anger,Sadness,Sadness,Sadness,Neutral,Sadness,Fear,Surprise,Happiness,Fear,Uncertain,Uncertain,Uncertain,Disgust,Neutral,Happiness,Happiness,Sadness,Sadness,Sadness,Other,Anger,Fear,5319
12/16/2021 15:59,12/16/2021 16:14,IP Address,104.230.60.182,100,890,TRUE,12/16/2021 16:14,R_2aXroB6Iot1ppLj,,,,,41.43440247,-81.63729858,anonymous,EN,I consent,Male,31,Black or African American,4 year degree,43099,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Uncertain,Anger,Happiness,Surprise,Anger,Sadness,Other,Disgust,Happiness,Sadness,Happiness,Anger,Other,Sadness,Disgust,Sadness,Anger,Fear,Anger,Happiness,Happiness,Fear,Anger,Disgust,Happiness,Fear,Happiness,Neutral,Fear,Happiness,Happiness,Other,Uncertain,Fear,Surprise,Neutral,Surprise,Neutral,Happiness,Sadness,Sadness,Anger,Sadness,Sadness,Sadness,Disgust,Uncertain,Happiness,Surprise,Other,Disgust,Surprise,Sadness,Sadness,Other,Other,Fear,Neutral,Uncertain,Fear,Fear,Happiness,Sadness,Fear,Sadness,Neutral,Neutral,Sadness,Sadness,Uncertain,Fear,Surprise,Other,Fear,Fear,Uncertain,Anger,Neutral,Sadness,Fear,Happiness,Happiness,Fear,Anger,Neutral,Neutral,Neutral,Fear,Fear,Anger,Happiness,Surprise,Happiness,Neutral,Happiness,Surprise,Anger,Neutral,Neutral,Anger,Uncertain,Neutral,Fear,Neutral,Disgust,Happiness,Anger,Happiness,Happiness,Anger,Other,Surprise,Sadness,Disgust,Surprise,Happiness,Sadness,Other,Surprise,Surprise,Uncertain,Uncertain,Happiness,Sadness,Other,Disgust,Fear,Disgust,Anger,Uncertain,Anger,Uncertain,Sadness,Uncertain,Other,Uncertain,Neutral,Disgust,Sadness,Surprise,Other,Sadness,Uncertain,Fear,Fear,Happiness,Uncertain,Sadness,Anger,Fear,Surprise,Surprise,Fear,Anger,Happiness,Happiness,Happiness,Other,Neutral,Happiness,Other,Surprise,Other,Anger,Neutral,Neutral,Disgust,Fear,Sadness,Sadness,Sadness,Neutral,Happiness,Fear,Happiness,Uncertain,Anger,Happiness,Neutral,Happiness,Surprise,Fear,Anger,Fear,Fear,Neutral,Uncertain,Sadness,Fear,Surprise,Anger,Neutral,Anger,1884
